"","gender","age","education","device","Z","SRT","CRT.RT","CRT.ACC","BDS","FDS","DSM","Matrix","CPT.C","CPT.D","Vis","Verb","TA.total","TA.errors","TA.mRT","TB.total","TB.errors","TB.mRT"
"5923","F","51-60","12","unknown","-0.25","364","1177","0.93","4","6","39","22","0.381","2.574","14","15","44022","7","876","59694","3","1420"
"5924","F","51-60","12","unknown","0","347","1111","0.95","5","6","42","23","0.488","2.77","15","16","40040","5","818","54762","2","1313"
"5925","F","51-60","12","unknown","0.25","330","1045","0.98","5","7","45","24","0.596","2.966","16","18","36059","4","760","49830","1","1206"
"5926","F","51-60","12","unknown","0.5","313","979",NA,"6","7","48","26","0.703","3.162","17","19","32077","2","703","44898","1","1099"
"5927","F","51-60","12","unknown","0.75","297","913",NA,"6","7","51","27","0.811","3.358","18","20","28095","1","645","39966",NA,"992"
"5928","F","51-60","12","unknown","1","280","847",NA,"7","8","55","29","0.918","3.554","19","22","24113",NA,"587","35034",NA,"885"
"5929","F","51-60","12","unknown","1.25","263","781",NA,"7","8","58","30","1.026","3.75","20","23","20131",NA,"529","30102",NA,"778"
"5930","F","51-60","12","unknown","1.5","247","715",NA,"8","9","61","32","1.133","3.946","21","25","16149",NA,"471","25170",NA,"671"
"5931","F","51-60","12","unknown","1.75","230","649",NA,"8","9","64","33","1.241","4.142","22",NA,"12167",NA,"413","20237",NA,"564"
"5932","F","51-60","12","unknown","2","213","583",NA,"9","9","68","34","1.349","4.338","24",NA,"8185",NA,"355","15305",NA,"457"
"5933","F","51-60","12","unknown","2.25",NA,"517",NA,"9","10","71","36","1.456","4.534",NA,NA,NA,NA,"297","10373",NA,"350"
"5934","F","51-60","12","unknown","2.5",NA,NA,NA,"9","10","74",NA,"1.564","4.73",NA,NA,NA,NA,"240","5441",NA,"243"
"5935","F","51-60","12","unknown","2.75",NA,NA,NA,"10","11","77",NA,"1.671","4.926",NA,NA,NA,NA,"182",NA,NA,NA
"5936","F","51-60","12","unknown","3",NA,NA,NA,"10","11","80",NA,"1.779","5.122",NA,NA,NA,NA,NA,NA,NA,NA
"5937","F","51-60","12","unknown","3.25",NA,NA,NA,"11",NA,"84",NA,"1.886","5.318",NA,NA,NA,NA,NA,NA,NA,NA
"5938","F","51-60","12","unknown","3.5",NA,NA,NA,NA,NA,"87",NA,"1.994","5.514",NA,NA,NA,NA,NA,NA,NA,NA
"5939","F","51-60","12","unknown","3.75",NA,NA,NA,NA,NA,"90",NA,"2.101","5.71",NA,NA,NA,NA,NA,NA,NA,NA
"5940","F","51-60","12","unknown","4",NA,NA,NA,NA,NA,"93",NA,"2.209","5.906",NA,NA,NA,NA,NA,NA,NA,NA
"5941","F","61-70","12","Windows","-4","582","2252",NA,NA,NA,NA,NA,NA,NA,NA,NA,"104542",NA,"1767","135387","16","3062"
"5942","F","61-70","12","Windows","-3.75","567","2187","0.53",NA,NA,NA,NA,NA,NA,NA,NA,"100692",NA,"1712","130605","16","2958"
"5943","F","61-70","12","Windows","-3.5","552","2122","0.55",NA,NA,NA,"2",NA,NA,NA,NA,"96842",NA,"1656","125823","15","2855"
"5944","F","61-70","12","Windows","-3.25","536","2057","0.58",NA,NA,NA,"3",NA,"0.056",NA,NA,"92992",NA,"1600","121041","14","2751"
"5945","F","61-70","12","Windows","-3","521","1991","0.61",NA,NA,"4","5",NA,"0.25",NA,NA,"89143","24","1545","116259","13","2647"
"5946","F","61-70","12","Windows","-2.75","506","1926","0.64",NA,NA,"7","6",NA,"0.444",NA,NA,"85293","22","1489","111478","12","2544"
"5947","F","61-70","12","Windows","-2.5","490","1861","0.67",NA,NA,"10","7",NA,"0.638",NA,NA,"81443","21","1433","106696","11","2440"
"5948","F","61-70","12","Windows","-2.25","475","1796","0.69",NA,"2","13","9",NA,"0.832",NA,NA,"77593","19","1378","101914","10","2336"
"5949","F","61-70","12","Windows","-2","460","1730","0.72",NA,"3","16","10",NA,"1.026","5",NA,"73743","18","1322","97132","9","2233"
"5950","F","61-70","12","Windows","-1.75","444","1665","0.75",NA,"3","19","12",NA,"1.22","6",NA,"69894","16","1266","92350","9","2129"
"5951","F","61-70","12","Windows","-1.5","429","1600","0.78",NA,"4","23","13",NA,"1.413","7","7","66044","15","1210","87568","8","2025"
"5952","F","61-70","12","Windows","-1.25","414","1535","0.8","2","4","26","15",NA,"1.607","8","8","62194","13","1155","82786","7","1922"
"5953","F","61-70","12","Windows","-1","398","1469","0.83","3","4","29","16","0.016","1.801","10","10","58344","12","1099","78004","6","1818"
"5954","F","61-70","12","Windows","-0.75","383","1404","0.86","3","5","32","17","0.123","1.995","11","11","54494","10","1043","73222","5","1714"
"5955","F","61-70","12","Windows","-0.5","368","1339","0.89","4","5","35","19","0.23","2.189","12","13","50645","9","988","68441","4","1611"
"5956","F","61-70","12","Windows","-0.25","352","1273","0.92","4","6","38","20","0.337","2.383","13","14","46795","7","932","63659","3","1507"
"5957","F","61-70","12","Windows","0","337","1208","0.94","5","6","41","22","0.444","2.577","14","15","42945","6","876","58877","3","1403"
"5958","F","61-70","12","Windows","0.25","322","1143","0.97","5","6","44","23","0.552","2.771","15","17","39095","4","821","54095","2","1300"
"5959","F","61-70","12","Windows","0.5","306","1078","1","6","7","47","24","0.659","2.965","16","18","35245","2","765","49313","1","1196"
"5960","F","61-70","12","Windows","0.75","291","1012",NA,"6","7","50","26","0.766","3.159","17","19","31396","1","709","44531",NA,"1092"
"5961","F","61-70","12","Windows","1","276","947",NA,"7","8","53","27","0.873","3.353","18","21","27546",NA,"654","39749",NA,"988"
"5962","F","61-70","12","Windows","1.25","260","882",NA,"7","8","56","29","0.98","3.547","19","22","23696",NA,"598","34967",NA,"885"
"5963","F","61-70","12","Windows","1.5","245","817",NA,"8","8","60","30","1.088","3.74","20","24","19846",NA,"542","30185",NA,"781"
"5964","F","61-70","12","Windows","1.75","230","751",NA,"8","9","63","31","1.195","3.934","22","25","15996",NA,"487","25404",NA,"677"
"5965","F","61-70","12","Windows","2","214","686",NA,"8","9","66","33","1.302","4.128","23",NA,"12147",NA,"431","20622",NA,"574"
"5966","F","61-70","12","Windows","2.25",NA,"621",NA,"9","10","69","34","1.409","4.322","24",NA,"8297",NA,"375","15840",NA,"470"
"5967","F","61-70","12","Windows","2.5",NA,"555",NA,"9","10","72","36","1.516","4.516",NA,NA,NA,NA,"319","11058",NA,"366"
"5968","F","61-70","12","Windows","2.75",NA,NA,NA,"10","10","75",NA,"1.624","4.71",NA,NA,NA,NA,"264","6276",NA,"263"
"5969","F","61-70","12","Windows","3",NA,NA,NA,"10","11","78",NA,"1.731","4.904",NA,NA,NA,NA,"208",NA,NA,"159"
"5970","F","61-70","12","Windows","3.25",NA,NA,NA,"11",NA,"81",NA,"1.838","5.098",NA,NA,NA,NA,"152",NA,NA,NA
"5971","F","61-70","12","Windows","3.5",NA,NA,NA,NA,NA,"84",NA,"1.945","5.292",NA,NA,NA,NA,NA,NA,NA,NA
"5972","F","61-70","12","Windows","3.75",NA,NA,NA,NA,NA,"87",NA,"2.052","5.486",NA,NA,NA,NA,NA,NA,NA,NA
"5973","F","61-70","12","Windows","4",NA,NA,NA,NA,NA,"90",NA,"2.16","5.68",NA,NA,NA,NA,NA,NA,NA,NA
"5974","F","61-70","12","Macintosh","-4","575","2215",NA,NA,NA,NA,NA,NA,NA,NA,NA,"103253",NA,"1772","134740","16","3045"
"5975","F","61-70","12","Macintosh","-3.75","560","2150","0.53",NA,NA,NA,NA,NA,NA,NA,NA,"99403",NA,"1716","129958","16","2941"
"5976","F","61-70","12","Macintosh","-3.5","544","2085","0.55",NA,NA,NA,"2",NA,NA,NA,NA,"95553",NA,"1661","125176","15","2837"
"5977","F","61-70","12","Macintosh","-3.25","529","2020","0.58",NA,NA,"2","4",NA,"0.186",NA,NA,"91703",NA,"1605","120394","14","2734"
"5978","F","61-70","12","Macintosh","-3","514","1954","0.61",NA,NA,"5","5",NA,"0.38",NA,NA,"87854","24","1549","115613","13","2630"
"5979","F","61-70","12","Macintosh","-2.75","498","1889","0.64",NA,NA,"8","6",NA,"0.574",NA,NA,"84004","22","1494","110831","12","2526"
"5980","F","61-70","12","Macintosh","-2.5","483","1824","0.66",NA,"2","11","8",NA,"0.768",NA,NA,"80154","20","1438","106049","11","2423"
"5981","F","61-70","12","Macintosh","-2.25","468","1758","0.69",NA,"2","14","9",NA,"0.962",NA,NA,"76304","19","1382","101267","10","2319"
"5982","F","61-70","12","Macintosh","-2","452","1693","0.72",NA,"3","17","11",NA,"1.156","6",NA,"72454","17","1327","96485","10","2215"
"5983","F","61-70","12","Macintosh","-1.75","437","1628","0.75",NA,"3","21","12",NA,"1.35","7","6","68605","16","1271","91703","9","2112"
"5984","F","61-70","12","Macintosh","-1.5","421","1563","0.78",NA,"4","24","13",NA,"1.544","8","8","64755","14","1215","86921","8","2008"
"5985","F","61-70","12","Macintosh","-1.25","406","1497","0.8","2","4","27","15",NA,"1.738","9","9","60905","13","1160","82139","7","1904"
"5986","F","61-70","12","Macintosh","-1","391","1432","0.83","3","4","30","16","0.066","1.932","10","11","57055","11","1104","77357","6","1801"
"5987","F","61-70","12","Macintosh","-0.75","375","1367","0.86","3","5","33","18","0.174","2.126","11","12","53205","10","1048","72576","5","1697"
"5988","F","61-70","12","Macintosh","-0.5","360","1302","0.89","4","5","36","19","0.281","2.319","12","13","49356","8","993","67794","4","1593"
"5989","F","61-70","12","Macintosh","-0.25","345","1236","0.91","4","6","39","20","0.388","2.513","13","15","45506","7","937","63012","4","1490"
"5990","F","61-70","12","Macintosh","0","329","1171","0.94","5","6","42","22","0.495","2.707","14","16","41656","5","881","58230","3","1386"
"5991","F","61-70","12","Macintosh","0.25","314","1106","0.97","5","7","45","23","0.602","2.901","15","17","37806","4","826","53448","2","1282"
"5992","F","61-70","12","Macintosh","0.5","299","1040","1","5","7","48","25","0.71","3.095","17","19","33956","2","770","48666","1","1179"
"5993","F","61-70","12","Macintosh","0.75","283","975",NA,"6","7","51","26","0.817","3.289","18","20","30107","0","714","43884","0","1075"
"5994","F","61-70","12","Macintosh","1","268","910",NA,"6","8","54","27","0.924","3.483","19","22","26257",NA,"658","39102",NA,"971"
"5995","F","61-70","12","Macintosh","1.25","253","845",NA,"7","8","58","29","1.031","3.677","20","23","22407",NA,"603","34320",NA,"867"
"5996","F","61-70","12","Macintosh","1.5","237","779",NA,"7","9","61","30","1.138","3.871","21","24","18557",NA,"547","29539",NA,"764"
"5997","F","61-70","12","Macintosh","1.75","222","714",NA,"8","9","64","32","1.246","4.065","22",NA,"14707",NA,"491","24757",NA,"660"
"5998","F","61-70","12","Macintosh","2","207","649",NA,"8","9","67","33","1.353","4.259","23",NA,"10858",NA,"436","19975",NA,"556"
"5999","F","61-70","12","Macintosh","2.25",NA,"584",NA,"9","10","70","34","1.46","4.453",NA,NA,"7008",NA,"380","15193",NA,"453"
"6000","F","61-70","12","Macintosh","2.5",NA,"518",NA,"9","10","73","36","1.567","4.646",NA,NA,NA,NA,"324","10411",NA,"349"
"6001","F","61-70","12","Macintosh","2.75",NA,NA,NA,"10","11","76",NA,"1.674","4.84",NA,NA,NA,NA,"269","5629",NA,"245"
"6002","F","61-70","12","Macintosh","3",NA,NA,NA,"10","11","79",NA,"1.782","5.034",NA,NA,NA,NA,"213",NA,NA,NA
"6003","F","61-70","12","Macintosh","3.25",NA,NA,NA,"11",NA,"82",NA,"1.889","5.228",NA,NA,NA,NA,"157",NA,NA,NA
"6004","F","61-70","12","Macintosh","3.5",NA,NA,NA,NA,NA,"85",NA,"1.996","5.422",NA,NA,NA,NA,NA,NA,NA,NA
"6005","F","61-70","12","Macintosh","3.75",NA,NA,NA,NA,NA,"88",NA,"2.103","5.616",NA,NA,NA,NA,NA,NA,NA,NA
"6006","F","61-70","12","Macintosh","4",NA,NA,NA,NA,NA,"91",NA,"2.21","5.81",NA,NA,NA,NA,NA,NA,NA,NA
"6007","F","61-70","12","Android Smartphone","-4","653","2346","0.51",NA,NA,NA,NA,NA,NA,NA,NA,"116083",NA,"1912","150796","17","3376"
"6008","F","61-70","12","Android Smartphone","-3.75","638","2281","0.53",NA,NA,NA,NA,NA,NA,NA,NA,"112233",NA,"1856","146014","16","3272"
"6009","F","61-70","12","Android Smartphone","-3.5","622","2216","0.56",NA,NA,NA,NA,NA,NA,NA,NA,"108383",NA,"1800","141233","15","3169"
"6010","F","61-70","12","Android Smartphone","-3.25","607","2150","0.59",NA,NA,NA,"2",NA,NA,NA,NA,"104534",NA,"1745","136451","14","3065"
"6011","F","61-70","12","Android Smartphone","-3","592","2085","0.62",NA,NA,NA,"4",NA,"0.035",NA,NA,"100684","25","1689","131669","13","2961"
"6012","F","61-70","12","Android Smartphone","-2.75","576","2020","0.65",NA,NA,NA,"5",NA,"0.229",NA,NA,"96834","23","1633","126887","12","2858"
"6013","F","61-70","12","Android Smartphone","-2.5","561","1955","0.67",NA,NA,NA,"7",NA,"0.423",NA,NA,"92984","22","1578","122105","12","2754"
"6014","F","61-70","12","Android Smartphone","-2.25","546","1889","0.7",NA,"2","5","8",NA,"0.617",NA,NA,"89134","20","1522","117323","11","2650"
"6015","F","61-70","12","Android Smartphone","-2","530","1824","0.73",NA,"2","8","9",NA,"0.811",NA,NA,"85285","19","1466","112541","10","2547"
"6016","F","61-70","12","Android Smartphone","-1.75","515","1759","0.76",NA,"3","11","11",NA,"1.004","5",NA,"81435","17","1411","107759","9","2443"
"6017","F","61-70","12","Android Smartphone","-1.5","500","1693","0.78",NA,"3","14","12",NA,"1.198","6",NA,"77585","16","1355","102977","8","2339"
"6018","F","61-70","12","Android Smartphone","-1.25","484","1628","0.81","2","4","17","14",NA,"1.392","7","7","73735","14","1299","98196","7","2235"
"6019","F","61-70","12","Android Smartphone","-1","469","1563","0.84","3","4","20","15",NA,"1.586","8","9","69885","13","1243","93414","6","2132"
"6020","F","61-70","12","Android Smartphone","-0.75","454","1498","0.87","3","4","24","16","0.077","1.78","10","10","66036","11","1188","88632","6","2028"
"6021","F","61-70","12","Android Smartphone","-0.5","438","1432","0.9","4","5","27","18","0.184","1.974","11","11","62186","9","1132","83850","5","1924"
"6022","F","61-70","12","Android Smartphone","-0.25","423","1367","0.92","4","5","30","19","0.291","2.168","12","13","58336","8","1076","79068","4","1821"
"6023","F","61-70","12","Android Smartphone","0","408","1302","0.95","4","6","33","21","0.399","2.362","13","14","54486","6","1021","74286","3","1717"
"6024","F","61-70","12","Android Smartphone","0.25","392","1237","0.98","5","6","36","22","0.506","2.556","14","15","50636","5","965","69504","2","1613"
"6025","F","61-70","12","Android Smartphone","0.5","377","1171",NA,"5","6","39","23","0.613","2.75","15","17","46787","3","909","64722","1","1510"
"6026","F","61-70","12","Android Smartphone","0.75","362","1106",NA,"6","7","42","25","0.72","2.944","16","18","42937","2","854","59940","0","1406"
"6027","F","61-70","12","Android Smartphone","1","346","1041",NA,"6","7","45","26","0.827","3.138","17","20","39087","0","798","55158",NA,"1302"
"6028","F","61-70","12","Android Smartphone","1.25","331","976",NA,"7","8","48","28","0.935","3.331","18","21","35237",NA,"742","50377",NA,"1199"
"6029","F","61-70","12","Android Smartphone","1.5","316","910",NA,"7","8","51","29","1.042","3.525","19","22","31387",NA,"687","45595",NA,"1095"
"6030","F","61-70","12","Android Smartphone","1.75","300","845",NA,"8","8","54","30","1.149","3.719","20","24","27538",NA,"631","40813",NA,"991"
"6031","F","61-70","12","Android Smartphone","2","285","780",NA,"8","9","57","32","1.256","3.913","21",NA,"23688",NA,"575","36031",NA,"888"
"6032","F","61-70","12","Android Smartphone","2.25","270","714",NA,"9","9","61","33","1.363","4.107","23",NA,"19838",NA,"520","31249",NA,"784"
"6033","F","61-70","12","Android Smartphone","2.5","254","649",NA,"9","10","64","35","1.471","4.301","24",NA,"15988",NA,"464","26467",NA,"680"
"6034","F","61-70","12","Android Smartphone","2.75","239","584",NA,"10","10","67",NA,"1.578","4.495",NA,NA,"12138",NA,"408","21685",NA,"577"
"6035","F","61-70","12","Android Smartphone","3","224","519",NA,"10","11","70",NA,"1.685","4.689",NA,NA,"8289",NA,"353","16903",NA,"473"
"6036","F","61-70","12","Android Smartphone","3.25","208",NA,NA,"10","11","73",NA,"1.792","4.883",NA,NA,NA,NA,"297","12121",NA,"369"
"6037","F","61-70","12","Android Smartphone","3.5",NA,NA,NA,"11",NA,"76",NA,"1.899","5.077",NA,NA,NA,NA,"241","7340",NA,"266"
"6038","F","61-70","12","Android Smartphone","3.75",NA,NA,NA,NA,NA,"79",NA,"2.007","5.271",NA,NA,NA,NA,"185",NA,NA,"162"
"6039","F","61-70","12","Android Smartphone","4",NA,NA,NA,NA,NA,"82",NA,"2.114","5.465",NA,NA,NA,NA,NA,NA,NA,NA
"6040","F","61-70","12","iPhone","-4","611","2293","0.51",NA,NA,NA,NA,NA,NA,NA,NA,"117508",NA,"1922","151359","17","3410"
"6041","F","61-70","12","iPhone","-3.75","595","2228","0.54",NA,NA,NA,NA,NA,NA,NA,NA,"113658",NA,"1866","146577","16","3306"
"6042","F","61-70","12","iPhone","-3.5","580","2163","0.57",NA,NA,NA,"1",NA,NA,NA,NA,"109808",NA,"1811","141795","16","3203"
"6043","F","61-70","12","iPhone","-3.25","565","2097","0.59",NA,NA,NA,"3",NA,NA,NA,NA,"105959",NA,"1755","137013","15","3099"
"6044","F","61-70","12","iPhone","-3","549","2032","0.62",NA,NA,NA,"4",NA,"0.176",NA,NA,"102109",NA,"1699","132232","14","2995"
"6045","F","61-70","12","iPhone","-2.75","534","1967","0.65",NA,NA,NA,"5",NA,"0.37",NA,NA,"98259","24","1644","127450","13","2891"
"6046","F","61-70","12","iPhone","-2.5","519","1902","0.68",NA,NA,"3","7",NA,"0.564",NA,NA,"94409","23","1588","122668","12","2788"
"6047","F","61-70","12","iPhone","-2.25","503","1836","0.71",NA,"2","6","8",NA,"0.758",NA,NA,"90559","21","1532","117886","11","2684"
"6048","F","61-70","12","iPhone","-2","488","1771","0.73",NA,"3","9","10",NA,"0.952",NA,NA,"86710","20","1477","113104","10","2580"
"6049","F","61-70","12","iPhone","-1.75","473","1706","0.76",NA,"3","12","11",NA,"1.146","5",NA,"82860","18","1421","108322","9","2477"
"6050","F","61-70","12","iPhone","-1.5","457","1640","0.79",NA,"3","15","12",NA,"1.34","6","6","79010","17","1365","103540","9","2373"
"6051","F","61-70","12","iPhone","-1.25","442","1575","0.82","2","4","18","14",NA,"1.534","8","7","75160","15","1310","98758","8","2269"
"6052","F","61-70","12","iPhone","-1","427","1510","0.84","3","4","21","15",NA,"1.728","9","9","71310","14","1254","93976","7","2166"
"6053","F","61-70","12","iPhone","-0.75","411","1445","0.87","3","5","25","17","0.064","1.922","10","10","67461","12","1198","89194","6","2062"
"6054","F","61-70","12","iPhone","-0.5","396","1379","0.9","4","5","28","18","0.171","2.116","11","12","63611","11","1143","84413","5","1958"
"6055","F","61-70","12","iPhone","-0.25","381","1314","0.93","4","5","31","19","0.279","2.309","12","13","59761","9","1087","79631","4","1855"
"6056","F","61-70","12","iPhone","0","365","1249","0.96","5","6","34","21","0.386","2.503","13","14","55911","8","1031","74849","3","1751"
"6057","F","61-70","12","iPhone","0.25","350","1184","0.98","5","6","37","22","0.493","2.697","14","16","52061","6","975","70067","3","1647"
"6058","F","61-70","12","iPhone","0.5","335","1118",NA,"5","7","40","24","0.6","2.891","15","17","48212","4","920","65285","2","1544"
"6059","F","61-70","12","iPhone","0.75","319","1053",NA,"6","7","43","25","0.707","3.085","16","18","44362","3","864","60503","1","1440"
"6060","F","61-70","12","iPhone","1","304","988",NA,"6","7","46","26","0.815","3.279","17","20","40512","1","808","55721",NA,"1336"
"6061","F","61-70","12","iPhone","1.25","289","922",NA,"7","8","49","28","0.922","3.473","18","21","36662",NA,"753","50939",NA,"1233"
"6062","F","61-70","12","iPhone","1.5","273","857",NA,"7","8","52","29","1.029","3.667","19","23","32812",NA,"697","46157",NA,"1129"
"6063","F","61-70","12","iPhone","1.75","258","792",NA,"8","9","55","31","1.136","3.861","21","24","28963",NA,"641","41376",NA,"1025"
"6064","F","61-70","12","iPhone","2","243","727",NA,"8","9","58","32","1.243","4.055","22",NA,"25113",NA,"586","36594",NA,"922"
"6065","F","61-70","12","iPhone","2.25","227","661",NA,"9","9","62","33","1.351","4.249","23",NA,"21263",NA,"530","31812",NA,"818"
"6066","F","61-70","12","iPhone","2.5","212","596",NA,"9","10","65","35","1.458","4.443","24",NA,"17413",NA,"474","27030",NA,"714"
"6067","F","61-70","12","iPhone","2.75",NA,"531",NA,"10","10","68",NA,"1.565","4.636",NA,NA,"13563",NA,"419","22248",NA,"611"
"6068","F","61-70","12","iPhone","3",NA,NA,NA,"10","11","71",NA,"1.672","4.83",NA,NA,"9714",NA,"363","17466",NA,"507"
"6069","F","61-70","12","iPhone","3.25",NA,NA,NA,"11",NA,"74",NA,"1.779","5.024",NA,NA,"5864",NA,"307","12684",NA,"403"
"6070","F","61-70","12","iPhone","3.5",NA,NA,NA,"11",NA,"77",NA,"1.886","5.218",NA,NA,NA,NA,"252","7902",NA,"300"
